,message,Direct Harassment,Hate Speech,Sexual Harassment,Trolling,Others,Toxic,cleaned_message,POS,tagCounts,preprocessed_1,POS-SEQ,None,words,uppercase_word_count,punctuation_count,not_in_vocab_words,not_in_vocab_words_count
3272,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,0.0,0.0,0.0,0.0,0.0,0.0,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,"[(':', 'PUNCT'), ('_', 'DET'), ('terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo', 'NOUN'), (':', 'PUNCT')]","{'PUNCT': 2, 'DET': 1, 'NOUN': 1}",terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo,NOUN,1.0,terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo,0,15,terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo,1
3273,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,0.0,0.0,0.0,0.0,0.0,0.0,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,"[(':', 'PUNCT'), ('_', 'PROPN'), ('terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo', 'PROPN'), (':', 'PUNCT')]","{'PUNCT': 2, 'PROPN': 2}",terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo,PROPN PROPN,1.0,terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo,0,60,terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo,1
3274,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,0.0,0.0,0.0,0.0,0.0,0.0,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,"[(':', 'PUNCT'), ('_', 'DET'), ('terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo', 'NOUN'), (':', 'PUNCT')]","{'PUNCT': 2, 'DET': 1, 'NOUN': 1}",terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo,NOUN,1.0,terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo,0,15,terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo,1
3275,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,0.0,0.0,0.0,0.0,0.0,0.0,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,"[(':', 'PUNCT'), ('_', 'PROPN'), ('terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo', 'PROPN'), (':', 'PUNCT')]","{'PUNCT': 2, 'PROPN': 2}",terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo,PROPN PROPN,1.0,terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo,0,48,terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo,1
3276,I could try and bump it up,0.0,0.0,0.0,0.0,0.0,0.0,I could try and bump it up,"[('I', 'PRON'), ('could', 'AUX'), ('try', 'VERB'), ('and', 'CCONJ'), ('bump', 'VERB'), ('it', 'PRON'), ('up', 'ADP')]","{'PRON': 2, 'AUX': 1, 'VERB': 2, 'CCONJ': 1, 'ADP': 1}",try bump,PRON VERB VERB,1.0,could try bump,1,0,,0
3277,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,0.0,0.0,0.0,0.0,0.0,0.0,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,"[(':', 'PUNCT'), ('_', 'DET'), ('terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo', 'PROPN'), (':', 'PUNCT')]","{'PUNCT': 2, 'DET': 1, 'PROPN': 1}",terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo,PROPN,1.0,terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo,0,18,terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo,1
3278,Brian love your content keep up the good work but are you gonna play Super Mario Galaxy?,0.0,0.0,0.0,0.0,0.0,0.0,Brian love your content keep up the good work but are you going to play Super Mario Galaxy?,"[('Brian', 'PROPN'), ('love', 'VERB'), ('your', 'PRON'), ('content', 'NOUN'), ('keep', 'VERB'), ('up', 'ADP'), ('the', 'DET'), ('good', 'ADJ'), ('work', 'NOUN'), ('but', 'CCONJ'), ('be', 'AUX'), ('you', 'PRON'), ('go', 'VERB'), ('to', 'PART'), ('play', 'VERB'), ('Super', 'PROPN'), ('Mario', 'PROPN'), ('Galaxy', 'PROPN'), ('?', 'PUNCT')]","{'PROPN': 4, 'VERB': 4, 'PRON': 2, 'NOUN': 2, 'ADP': 1, 'DET': 1, 'ADJ': 1, 'CCONJ': 1, 'AUX': 1, 'PART': 1, 'PUNCT': 1}",brian love content keep good work gon na play super mario galaxy,PROPN VERB NOUN VERB ADJ NOUN VERB VERB PROPN PROPN PROPN,1.0,Brian love content keep good work go play Super Mario Galaxy,0,1,,0
3279,#justiceforterroriser,0.0,0.0,0.0,0.0,0.0,0.0,#justiceforterroriser,"[('#', 'NOUN'), ('justiceforterroris', 'ADJ')]","{'NOUN': 1, 'ADJ': 1}",justiceforterroris,NOUN ADJ,1.0,justiceforterroris,0,1,justiceforterroris,1
3280,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,0.0,0.0,0.0,0.0,0.0,0.0,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,"[(':', 'PUNCT'), ('_', 'PROPN'), ('terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo', 'PROPN'), (':', 'PUNCT')]","{'PUNCT': 2, 'PROPN': 2}",terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo,PROPN PROPN,1.0,terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo,0,24,terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo,1
3281,now i know why noahj doesnt like playing with nogla,0.0,0.0,0.0,0.0,0.0,0.0,now i know why noahj does not like playing with nogla,"[('now', 'ADV'), ('I', 'PRON'), ('know', 'VERB'), ('why', 'ADV'), ('noahj', 'NOUN'), ('do', 'AUX'), ('not', 'PART'), ('like', 'VERB'), ('play', 'VERB'), ('with', 'ADP'), ('nogla', 'PROPN')]","{'ADV': 2, 'PRON': 1, 'VERB': 3, 'NOUN': 1, 'AUX': 1, 'PART': 1, 'ADP': 1, 'PROPN': 1}",now know why noahj nt like play nogla,PRON VERB NOUN VERB VERB PROPN,1.0,know noahj like play nogla,0,0,noahj nogla,2
3282,You're earn your badge of honor from beating mario 64 👍,0.0,0.0,0.0,0.0,0.0,0.0,you are earn your badge of honor from beating mario 64 👍,"[('you', 'PRON'), ('be', 'AUX'), ('earn', 'VERB'), ('your', 'PRON'), ('badge', 'NOUN'), ('of', 'ADP'), ('honor', 'NOUN'), ('from', 'ADP'), ('beat', 'VERB'), ('mario', 'PROPN'), ('64', 'NUM'), ('👍', 'EMOJI')]","{'PRON': 2, 'AUX': 1, 'VERB': 2, 'NOUN': 2, 'ADP': 2, 'PROPN': 1, 'NUM': 1, 'EMOJI': 1}",earn badge honor beat mario 64 👍,VERB NOUN NOUN VERB PROPN NUM EMOJI,1.0,earn badge honor beat mario 64,0,0,,0
3283,$50.00,0.0,0.0,0.0,0.0,0.0,0.0,$50.00,"[('$', 'SYM'), ('50.00', 'NUM')]","{'SYM': 1, 'NUM': 1}",50.00,NUM,1.0,50.00,0,2,50.00,1
3284,Brain you should play phasmophobia.,0.0,0.0,0.0,0.0,0.0,0.0,Brain you should play phasmophobia.,"[('Brain', 'PROPN'), ('you', 'PRON'), ('should', 'AUX'), ('play', 'VERB'), ('phasmophobia', 'PROPN'), ('.', 'PUNCT')]","{'PROPN': 2, 'PRON': 1, 'AUX': 1, 'VERB': 1, 'PUNCT': 1}",brain play phasmophobia,PROPN VERB PROPN,1.0,Brain play phasmophobia,0,1,phasmophobia,1
3285,"you're right about the Mario kart and cuphead streams, the rages have me in stitches bro",0.0,0.0,0.0,0.0,0.0,0.0,"you are right about the Mario kart and cuphead streams, the rages have me in stitches bro","[('you', 'PRON'), ('be', 'AUX'), ('right', 'ADJ'), ('about', 'ADP'), ('the', 'DET'), ('Mario', 'PROPN'), ('kart', 'NOUN'), ('and', 'CCONJ'), ('cuphead', 'NOUN'), ('stream', 'NOUN'), (',', 'PUNCT'), ('the', 'DET'), ('rage', 'NOUN'), ('have', 'VERB'), ('I', 'PRON'), ('in', 'ADP'), ('stitch', 'NOUN'), ('bro', 'VERB')]","{'PRON': 2, 'AUX': 1, 'ADJ': 1, 'ADP': 2, 'DET': 2, 'PROPN': 1, 'NOUN': 5, 'CCONJ': 1, 'PUNCT': 1, 'VERB': 2}",right mario kart cuphead stream rage have stitch bro,ADJ PROPN NOUN NOUN NOUN NOUN PRON NOUN VERB,1.0,right Mario kart cuphead stream rage stitch bro,0,1,kart cuphead,2
3286,beautiful,0.0,0.0,0.0,0.0,0.0,0.0,beautiful,"[('beautiful', 'ADJ')]",{'ADJ': 1},beautiful,ADJ,1.0,beautiful,0,0,,0
3287,"i found terrorizer to be so funny even before he started being more vocal in the group, he was underrated back then but i was so excited to watch him play whenever i watched him on vanoss's channel",0.0,0.0,0.0,0.0,0.0,0.0,"i found terrorizer to be so funny even before he started being more vocal in the group, he was underrated back then but i was so excited to watch him play whenever i watched him on vanoss's channel","[('I', 'PRON'), ('find', 'VERB'), ('terrorizer', 'NOUN'), ('to', 'PART'), ('be', 'VERB'), ('so', 'ADV'), ('funny', 'ADJ'), ('even', 'ADV'), ('before', 'ADP'), ('he', 'PRON'), ('start', 'VERB'), ('be', 'VERB'), ('more', 'ADV'), ('vocal', 'ADJ'), ('in', 'ADP'), ('the', 'DET'), ('group', 'NOUN'), (',', 'PUNCT'), ('he', 'PRON'), ('be', 'AUX'), ('underrated', 'ADJ'), ('back', 'ADV'), ('then', 'ADV'), ('but', 'CCONJ'), ('I', 'PRON'), ('be', 'AUX'), ('so', 'ADV'), ('excited', 'ADJ'), ('to', 'PART'), ('watch', 'VERB'), ('he', 'PRON'), ('play', 'VERB'), ('whenever', 'ADV'), ('I', 'PRON'), ('watch', 'VERB'), ('he', 'PRON'), ('on', 'ADP'), ('vanoss', 'ADP'), (""'s"", 'PART'), ('channel', 'NOUN')]","{'PRON': 7, 'VERB': 7, 'NOUN': 3, 'PART': 3, 'ADV': 7, 'ADJ': 4, 'ADP': 4, 'DET': 1, 'PUNCT': 1, 'AUX': 2, 'CCONJ': 1}",find terrorizer to be so funny even start be more vocal group underrated back then so excited to watch play whenever watch vanosss channel,PRON VERB NOUN ADJ ADV VERB ADJ NOUN ADJ ADV PRON ADJ VERB VERB ADV PRON VERB ADP PART NOUN,1.0,find terrorizer funny even start vocal group underrated back excited watch play whenever watch vanoss 's channel,0,2,terrorizer underrated vanoss,3
3288,Hyuuuuuuuuu,0.0,0.0,0.0,0.0,0.0,0.0,Hyuuuuuuuuu,"[('Hyuuuuuuuuu', 'NOUN')]",{'NOUN': 1},hyuuuuuuuuu,NOUN,1.0,Hyuuuuuuuuu,0,0,hyuuuuuuuuu,1
3289,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,0.0,0.0,0.0,0.0,0.0,0.0,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,"[(':', 'PUNCT'), ('_', 'NOUN'), ('terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo', 'X'), (':', 'PUNCT')]","{'PUNCT': 2, 'NOUN': 1, 'X': 1}",terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo,NOUN X,1.0,terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo,0,33,terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo,1
3290,I HAVE THE BIGGEST CRUSH ON BRIAN!!!!!!!!!!,0.0,0.0,0.0,0.0,0.0,0.0,I HAVE THE BIGGEST CRUSH ON BRIAN!!!!!!!!!!,"[('I', 'PRON'), ('have', 'VERB'), ('the', 'DET'), ('biggest', 'NOUN'), ('crush', 'VERB'), ('ON', 'PROPN'), ('BRIAN', 'PROPN'), ('!', 'PUNCT'), ('!', 'PUNCT'), ('!', 'PUNCT'), ('!', 'PUNCT'), ('!', 'PUNCT'), ('!', 'PUNCT'), ('!', 'PUNCT'), ('!', 'PUNCT'), ('!', 'PUNCT'), ('!', 'PUNCT')]","{'PRON': 1, 'VERB': 2, 'DET': 1, 'NOUN': 1, 'PROPN': 2, 'PUNCT': 10}",have biggest crush on brian,PRON NOUN VERB PROPN PROPN,1.0,biggest crush BRIAN,7,10,,0
3291,Brian your channel isnt dead,0.0,0.0,0.0,0.0,0.0,0.0,Brian your channel is not dead,"[('Brian', 'PROPN'), ('your', 'PRON'), ('channel', 'NOUN'), ('be', 'AUX'), ('not', 'PART'), ('dead', 'ADJ')]","{'PROPN': 1, 'PRON': 1, 'NOUN': 1, 'AUX': 1, 'PART': 1, 'ADJ': 1}",brian channel nt dead,PROPN NOUN ADJ,1.0,Brian channel dead,0,0,,0
3292,hellooooooo,0.0,0.0,0.0,0.0,0.0,0.0,hellooooooo,"[('hellooooooo', 'PROPN')]",{'PROPN': 1},hellooooooo,PROPN,1.0,hellooooooo,0,0,hellooooooo,1
3293,:elbowcough:,0.0,0.0,0.0,0.0,0.0,0.0,:elbowcough:,"[(':', 'PUNCT'), ('elbowcough', 'NOUN'), (':', 'PUNCT')]","{'PUNCT': 2, 'NOUN': 1}",elbowcough,NOUN,1.0,elbowcough,0,2,elbowcough,1
3294,remember when u played cup heads,0.0,0.0,0.0,0.0,0.0,0.0,remember when you played cup heads,"[('remember', 'VERB'), ('when', 'ADV'), ('you', 'PRON'), ('play', 'VERB'), ('cup', 'PROPN'), ('head', 'NOUN')]","{'VERB': 2, 'ADV': 1, 'PRON': 1, 'PROPN': 1, 'NOUN': 1}",remember when u play cup head,VERB VERB PROPN NOUN,1.0,remember play cup head,0,0,,0
3295,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,0.0,0.0,0.0,0.0,0.0,0.0,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,"[(':', 'PUNCT'), ('_', 'PROPN'), ('terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo', 'PROPN'), (':', 'PUNCT')]","{'PUNCT': 2, 'PROPN': 2}",terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo,PROPN PROPN,1.0,terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo,0,54,terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo,1
3296,cup head stream?,0.0,0.0,0.0,0.0,0.0,0.0,cup head stream?,"[('cup', 'PROPN'), ('head', 'NOUN'), ('stream', 'NOUN'), ('?', 'PUNCT')]","{'PROPN': 1, 'NOUN': 2, 'PUNCT': 1}",cup head stream,PROPN NOUN NOUN,1.0,cup head stream,0,1,,0
3297,:yt:,0.0,0.0,0.0,0.0,0.0,0.0,:yt:,"[(':', 'PUNCT'), ('yt', 'PROPN'), (':', 'PUNCT')]","{'PUNCT': 2, 'PROPN': 1}",yt,PROPN,1.0,yt,0,2,yt,1
3298,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,0.0,0.0,0.0,0.0,0.0,0.0,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,"[(':', 'PUNCT'), ('_', 'PROPN'), ('terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo', 'NOUN'), (':', 'PUNCT')]","{'PUNCT': 2, 'PROPN': 1, 'NOUN': 1}",terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo,PROPN NOUN,1.0,terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo,0,51,terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo,1
3299,Mic bump,0.0,0.0,0.0,0.0,0.0,0.0,Mic bump,"[('mic', 'ADV'), ('bump', 'VERB')]","{'ADV': 1, 'VERB': 1}",mic bump,ADV VERB,1.0,mic bump,0,0,,0
3300,@Terroriser replay cuphead,0.0,0.0,0.0,0.0,0.0,0.0,@Terroriser replay cuphead,"[('@terroris', 'ADJ'), ('replay', 'NOUN'), ('cuphead', 'NOUN')]","{'ADJ': 1, 'NOUN': 2}",@terroris replay cuphead,ADJ NOUN NOUN,1.0,@terroris replay cuphead,0,1,@terroris cuphead,2
3301,:shelterin:,0.0,0.0,0.0,0.0,0.0,0.0,:shelterin:,"[(':', 'PUNCT'), ('shelterin', 'NOUN'), (':', 'PUNCT')]","{'PUNCT': 2, 'NOUN': 1}",shelterin,NOUN,1.0,shelterin,0,2,shelterin,1
3302,There’s a lot of hidden gems in dead channels,0.0,0.0,0.0,0.0,0.0,0.0,there is a lot of hidden gems in dead channels,"[('there', 'PRON'), ('be', 'AUX'), ('a', 'DET'), ('lot', 'NOUN'), ('of', 'ADP'), ('hide', 'VERB'), ('gem', 'NOUN'), ('in', 'ADP'), ('dead', 'ADJ'), ('channel', 'NOUN')]","{'PRON': 1, 'AUX': 1, 'DET': 1, 'NOUN': 3, 'ADP': 2, 'VERB': 1, 'ADJ': 1}",lot hide gem dead channel,NOUN VERB NOUN ADJ NOUN,1.0,lot hide gem dead channel,0,0,,0
3303,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,0.0,0.0,0.0,0.0,0.0,0.0,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,"[(':', 'PUNCT'), ('_', 'DET'), ('terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo', 'PROPN'), (':', 'PUNCT')]","{'PUNCT': 2, 'DET': 1, 'PROPN': 1}",terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo,PROPN,1.0,terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo,0,57,terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo,1
3304,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,0.0,0.0,0.0,0.0,0.0,0.0,:_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo:,"[(':', 'PUNCT'), ('_', 'PROPN'), ('terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo', 'PROPN'), (':', 'PUNCT')]","{'PUNCT': 2, 'PROPN': 2}",terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo,PROPN PROPN,1.0,terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo::_terroriserLeo,0,30,terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo::_terroriserleo,1
